Huffman Encoding Report (Word-Level)
Total Tokens: 2291808
Unique Symbols: 31615
================================================================================
Symbol               | Frequency  | Code                 | Bits Used
Unstaid              | 1          | 100000001000011101100 | 21
knitters             | 1          | 011111110001000011110 | 21
strown               | 1          | 011111110001000011101 | 21
attracts             | 1          | 011111110001000011100 | 21
cloyment             | 1          | 011111101010001000011 | 21
Smiling              | 1          | 011111101010001000010 | 21
denay                | 1          | 100000100000011100011 | 21
biter                | 1          | 100000100000011100010 | 21
trout                | 1          | 100000100000011100000 | 21
Contemplation        | 1          | 011111100011101110111 | 21
jets                 | 1          | 011111110011111101001 | 21
Strachy              | 1          | 011111110011111101000 | 21
Jezebel              | 1          | 011111100000011110101 | 21
branched             | 1          | 011111100000011110100 | 21
Bolts                | 1          | 011111100000011111011 | 21
cars                 | 1          | 011111100000011111010 | 21
P                    | 1          | 011111100000011110011 | 21
brock                | 1          | 011111100000011110010 | 21
staniel              | 1          | 011111101010000011101 | 21
alphabetical         | 1          | 011111101010000011100 | 21
Sowter               | 1          | 011111011101110111011 | 21
simulation           | 1          | 011111011101110111010 | 21
inure                | 1          | 011111011101110111000 | 21
Daylight             | 1          | 100000010010101011011 | 21
champian             | 1          | 100000010010101011010 | 21
excites              | 1          | 011111011000110111110 | 21
tray                 | 1          | 100000010010101111110 | 21
addicted             | 1          | 100000010010101111101 | 21
chev                 | 1          | 100000010010101111011 | 21
ril                  | 1          | 100000010010101111010 | 21
pilchards            | 1          | 011111011000110111101 | 21
Foolery              | 1          | 011111011000110111100 | 21
overworn             | 1          | 100000010010101111001 | 21
garde                | 1          | 100000010010101111000 | 21
unmuzzled            | 1          | 011111011000011011001 | 21
grize                | 1          | 011111011000011011000 | 21
clause               | 1          | 011111111101111000110 | 21
deplore              | 1          | 011111111100100001111 | 21
jurymen              | 1          | 100000000011101000101 | 21
dormouse             | 1          | 100000000011101000100 | 21
accosted             | 1          | 011111111100100001101 | 21
banged               | 1          | 011111111111100001011 | 21
balked               | 1          | 011111111111100001010 | 21
sailed               | 1          | 011111011000110110011 | 21
Brownist             | 1          | 011111011000110110010 | 21
Taunt                | 1          | 011111111111100001000 | 21
cubiculo             | 1          | 100000010010101110110 | 21
manikin              | 1          | 011111101010010111111 | 21
wainropes            | 1          | 011111101010010111110 | 21
renegado             | 1          | 011111011000011011101 | 21
augmentation         | 1          | 011111011000011011100 | 21
hurling              | 1          | 011111011000110101101 | 21
Unguided             | 1          | 011111011000110101100 | 21
unhospitable         | 1          | 011111110001110111010 | 21
memorials            | 1          | 100000000001000111001 | 21
repaying             | 1          | 100000010010101100011 | 21
lapsed               | 1          | 100000010010101100001 | 21
gartering            | 1          | 100000010010101100000 | 21
concurs              | 1          | 011111111100100000111 | 21
incites              | 1          | 011111111100100000110 | 21
Legion               | 1          | 100000001000101001000 | 21
biddy                | 1          | 011111011100011011111 | 21
collier              | 1          | 011111101010000000011 | 21
improbable           | 1          | 011111101010000000010 | 21
quieter              | 1          | 011111111100100000010 | 21
_Youth               | 1          | 011111101010010111011 | 21
_Wonder              | 1          | 011111101010010111010 | 21
waylay               | 1          | 011111110001010100111 | 21
_Fare                | 1          | 011111110001010100110 | 21
baily                | 1          | 100000000011111110101 | 21
twanged              | 1          | 011111110001010100101 | 21
clodpole             | 1          | 011111110001010100100 | 21
impetuosity          | 1          | 011111100000011011011 | 21
cockatrices          | 1          | 011111100000011011010 | 21
unchary              | 1          | 100000010010101100110 | 21
reproves             | 1          | 100000010010101100101 | 21
intercepter          | 1          | 011111110001110110011 | 21
Dismount             | 1          | 011111110001110110010 | 21
assailant            | 1          | 011111100000011010111 | 21
unhatched            | 1          | 011111100000011010110 | 21
incensement          | 1          | 011111110001110110000 | 21
implacable           | 1          | 011111101000011101011 | 21
nob                  | 1          | 011111101000011101001 | 21
quirk                | 1          | 011111101000011101000 | 21
firago               | 1          | 011111100000011010011 | 21
duello               | 1          | 011111100000011010010 | 21
befalls              | 1          | 011111100000011010001 | 21
unsound              | 1          | 011111100000011010000 | 21
Reliev               | 1          | 011111100000011000010 | 21
erflourished         | 1          | 011111101000011100001 | 21
couplet              | 1          | 011111101000011100000 | 21
cowardship           | 1          | 011111100000011000000 | 21
ungird               | 1          | 100000011001101011101 | 21
Ungracious           | 1          | 100000011001101011100 | 21
Rudesby              | 1          | 100000001000101000000 | 21
_Bonos               | 1          | 100000011001101011011 | 21
dies_                | 1          | 100000011110111011011 | 21
Prague               | 1          | 100000011110111011010 | 21
Gorboduc             | 1          | 100000001101100000011 | 21
vexest               | 1          | 011111100001010111001 | 21
Talkest              | 1          | 011111100001010111000 | 21
barricadoes          | 1          | 100000001000101000111 | 21
clerestories         | 1          | 100000001000101000110 | 21
complainest          | 1          | 100000010001101100000 | 21
errest               | 1          | 011111100001010110101 | 21
puzzled              | 1          | 011111100001010110100 | 21
wildfowl             | 1          | 100000000011111101111 | 21
_Hey                 | 1          | 100000000011111101110 | 21
_Alas                | 1          | 100000010100000001101 | 21
another_             | 1          | 100000010100000001100 | 21
bibble               | 1          | 011111100100101100101 | 21
Pare                 | 1          | 011111100100101100100 | 21
enwraps              | 1          | 100000001110001111101 | 21
chantry              | 1          | 100000001110001111100 | 21
Plight               | 1          | 011111111110010011111 | 21
negatives            | 1          | 011111111110010011110 | 21
affirmatives         | 1          | 011111111000100000111 | 21
_Primo               | 1          | 011111111000100000110 | 21
secundo              | 1          | 100000001110001000100 | 21
tertio_              | 1          | 100000001000110110111 | 21
triplex              | 1          | 100000001000110110110 | 21
baubling             | 1          | 100000001000110110101 | 21
scathful             | 1          | 100000001000110110100 | 21
_Phoenix_            | 1          | 011111011000001000001 | 21
Candy                | 1          | 011111011000001000000 | 21
_Tiger_              | 1          | 100000001000110110001 | 21
Notable              | 1          | 100000001000110110000 | 21
foamy                | 1          | 011111011110100011001 | 21
recommended          | 1          | 011111011110100011000 | 21
hushes               | 1          | 100000001000100101001 | 21
perverseness         | 1          | 100000001000100101000 | 21
unauspicious         | 1          | 100000000110000101001 | 21
faithfull            | 1          | 100000000110000101000 | 21
regardance           | 1          | 100000000011111101101 | 21
screws               | 1          | 100000000011111101100 | 21
mores                | 1          | 011111111000100000000 | 21
Punish               | 1          | 100000001110001110111 | 21
Reveals              | 1          | 100000010010001011111 | 21
Confirmed            | 1          | 100000010010001011110 | 21
joinder              | 1          | 100000001110001110100 | 21
Attested             | 1          | 100000000110000100101 | 21
interchangement      | 1          | 100000000110000100100 | 21
grizzle              | 1          | 100000001111100100101 | 21
incardinate          | 1          | 100000000110000100011 | 21
lifelings            | 1          | 100000000110000100010 | 21
bespake              | 1          | 011111101000010101110 | 21
othergates           | 1          | 100000001001110011111 | 21
Sot                  | 1          | 100000001110001011111 | 21
Surgeon              | 1          | 100000001001110011101 | 21
passy                | 1          | 100000001001110011100 | 21
pavin                | 1          | 011111101000010101101 | 21
cohere               | 1          | 011111101000010101100 | 21
occurrence           | 1          | 011111101111011010011 | 21
severs               | 1          | 011111101111011010010 | 21
stave                | 1          | 011111011010111101010 | 21
gospels              | 1          | 100000001001110011001 | 21
_vox_                | 1          | 011111011010111101001 | 21
Notorious            | 1          | 011111011010111101000 | 21
presuppos            | 1          | 100000001001110010011 | 21
uncourteous          | 1          | 100000001001110010010 | 21
whirligig            | 1          | 100000001001110010001 | 21
convents             | 1          | 011111101111011010001 | 21
MILAN                | 1          | 011111010111010111011 | 21
sluggardized         | 1          | 011111100001010000101 | 21
noteworthy           | 1          | 011111100001010000100 | 21
Coy                  | 1          | 011111110001000010101 | 21
Expects              | 1          | 011111011101000101011 | 21
Betideth             | 1          | 011111011101000101010 | 21
fodder               | 1          | 011111110001000010001 | 21
followest            | 1          | 011111110001000010000 | 21
baa                  | 1          | 011111110101011111111 | 21
Gav                  | 1          | 011111110101011111110 | 21
_Nods                | 1          | 011111110101011111101 | 21
head_                | 1          | 011111110101011111100 | 21
coin_                | 1          | 011111101111011000001 | 21
testerned            | 1          | 011111101111011000000 | 21
unheedfully          | 1          | 100000001001110010101 | 21
Mercatio             | 1          | 100000001001110010100 | 21
closest              | 1          | 011111110101011111001 | 21
profferer            | 1          | 011111110101011111000 | 21
churlishly           | 1          | 100000001000110101111 | 21
_Drops               | 1          | 100000001000110101110 | 21
gingerly             | 1          | 100000000011010001111 | 21
_kind                | 1          | 100000000011010001110 | 21
Trampling            | 1          | 100000000011010001101 | 21
contemptuously       | 1          | 100000000011010001100 | 21
_love                | 1          | 100000000011010001011 | 21
Proteus_             | 1          | 011111111001111110001 | 21
_Proteus_            | 1          | 011111111001111110000 | 21
_Poor                | 1          | 100000001000110100111 | 21
universities         | 1          | 100000001000110100110 | 21
tournaments          | 1          | 100000001000110100001 | 21
journeying           | 1          | 100000001000110100000 | 21
relying              | 1          | 100000011000101111000 | 21
Valentinus           | 1          | 011111111001111100001 | 21
resembleth           | 1          | 011111111001111100000 | 21
_Calling_            | 1          | 100000011000101110101 | 21
wreathe              | 1          | 100000011000101110100 | 21
robin                | 1          | 100000011000101110011 | 21
ABC                  | 1          | 100000011000101110010 | 21
fasted               | 1          | 100000011000101110000 | 21
movingly             | 1          | 011111011010110010111 | 21
inscrutable          | 1          | 011111011010110010110 | 21
rhyming              | 1          | 011111011111001101011 | 21
spokesman            | 1          | 011111011111001101010 | 21
erslips              | 1          | 100000010100111101111 | 21
Lances               | 1          | 100000010100111101110 | 21
Imperial             | 1          | 100000010001111000101 | 21
pebblestone          | 1          | 100000010001111000100 | 21
unmellowed           | 1          | 011111011100001010000 | 21
mistresss            | 1          | 100000000010100010011 | 21
disability           | 1          | 100000000010100010010 | 21
penitential          | 1          | 100000000010100010000 | 21
principality         | 1          | 100000011100100100011 | 21
braggartism          | 1          | 100000011100100100010 | 21
Determined           | 1          | 011111011100001010111 | 21
Plotted              | 1          | 011111011100001010110 | 21
expels               | 1          | 100000010011111100001 | 21
parable              | 1          | 100000010011111100000 | 21
reportest            | 1          | 100000000011100111111 | 21
suggesting           | 1          | 100000000011100111110 | 21
Unheedful            | 1          | 100000010010001001111 | 21
confirming           | 1          | 100000010010001001110 | 21
meaneth              | 1          | 100000001001001001010 | 21
disguising           | 1          | 011111111001111011111 | 21
visibly              | 1          | 011111111001111011110 | 21
sedge                | 1          | 100000000011100110001 | 21
overtaketh           | 1          | 100000000011100110000 | 21
nooks                | 1          | 011111111001111011101 | 21
turmoil              | 1          | 011111111001100011111 | 21
Warrant              | 1          | 011111111001100011110 | 21
unprevented          | 1          | 011111111001100011011 | 21
aimed                | 1          | 100000001001001000111 | 21
Beseeming            | 1          | 100000001001001000110 | 21
regarding            | 1          | 011111100001000011101 | 21
Forwhy               | 1          | 011111100001000010111 | 21
shelving             | 1          | 011111100001000010110 | 21
_Silvia              | 1          | 100000000100101100000 | 21
Merops               | 1          | 100000000011100101111 | 21
Fostered             | 1          | 100000000011100101110 | 21
illumined            | 1          | 100000000110000011111 | 21
unreversed           | 1          | 100000000110000011110 | 21
Wringing             | 1          | 100000000011100101011 | 21
uncompassionate      | 1          | 100000000011100101010 | 21
cate                 | 1          | 011111110001000001001 | 21
carry_               | 1          | 011111110001000001000 | 21
milk_                | 1          | 011111011101011111011 | 21
jolt                 | 1          | 011111011101011111010 | 21
loiterer             | 1          | 011111011101011111000 | 21
brews                | 1          | 011111011101011110110 | 21
crusts               | 1          | 011111011101011110101 | 21
Rehearse             | 1          | 011111011101011110100 | 21
wit_                 | 1          | 100000001001110001101 | 21
Forsworn             | 1          | 100000001001110001100 | 21
Trenched             | 1          | 100000010100110111001 | 21
Dissolves            | 1          | 100000001000100111111 | 21
opposes              | 1          | 100000001000100111110 | 21
perversely           | 1          | 100000001001110001000 | 21
persevers            | 1          | 100000001000100111001 | 21
esteemeth            | 1          | 100000001000100111000 | 21
unwind               | 1          | 100000000101101010101 | 21
lumpish              | 1          | 011111010111010001001 | 21
wailful              | 1          | 011111010111010001000 | 21
leviathans           | 1          | 100000001001110000011 | 21
deploring            | 1          | 100000001001110000010 | 21
rifle                | 1          | 011111110011110111101 | 21
sojourned            | 1          | 011111110011110111100 | 21
suchlike             | 1          | 100000010000100111111 | 21
crews                | 1          | 100000010000100111110 | 21
commending           | 1          | 011111010001100100111 | 21
twits                | 1          | 100000010100100001101 | 21
allycholly           | 1          | 100000010100100001100 | 21
inhabits             | 1          | 011111110011110111001 | 21
conceitless          | 1          | 011111110011110111000 | 21
Survives             | 1          | 100000010100100001001 | 21
Entreated            | 1          | 100000010100100001000 | 21
Recking              | 1          | 100000010000100111001 | 21
betideth             | 1          | 100000010000100111000 | 21
befortune            | 1          | 100000010100100000111 | 21
pissing              | 1          | 100000010100100000110 | 21
Crab_                | 1          | 011111111001010001101 | 21
Lance_               | 1          | 011111110100100011101 | 21
loitering            | 1          | 011111110100100011100 | 21
Stayest              | 1          | 100000010100110100011 | 21
expelling            | 1          | 100000010100110100010 | 21
agood                | 1          | 100000100001100101011 | 21
passioning           | 1          | 011111011101011011011 | 21
rounder              | 1          | 100000001000010011111 | 21
Considers            | 1          | 100000001000010011110 | 21
Moyses               | 1          | 100000001000010011101 | 21
lawlessly            | 1          | 100000001000010011100 | 21
Ruffian              | 1          | 100000001000010011011 | 21
Treacherous          | 1          | 100000001000010011010 | 21
_Swoons              | 1          | 100000000011101011011 | 21
reveals              | 1          | 100000000011101011010 | 21
Inconstancy          | 1          | 011111100001000001100 | 21
unrivalled           | 1          | 011111100001000001010 | 21
ARTESIUS             | 1          | 100000100001100101000 | 21
COUNTRYMEN           | 1          | 011111100001001001010 | 21
countrywoman         | 1          | 011111100001001001000 | 21
weddings             | 1          | 011111001011101010110 | 21
countrywomen         | 1          | 100000010011000111111 | 21
Fritz                | 1          | 100000010011000111110 | 21
akin                 | 1          | 100000001000010000111 | 21
Modesty              | 1          | 100000001000010000110 | 21
retains              | 1          | 011111110011110101000 | 21
Chaucer              | 1          | 100000001000010000101 | 21
Scenes               | 1          | 100000001000010000100 | 21
_Roses               | 1          | 011111101011010001101 | 21
spines               | 1          | 011111101011010001100 | 21
pinks                | 1          | 100000010110110101000 | 21
Daisies              | 1          | 011111100001001000010 | 21
_Primrose            | 1          | 011111100001001000001 | 21
Ver                  | 1          | 011111100001001000000 | 21
harebells            | 1          | 011111101011010000111 | 21
Oxlips               | 1          | 011111101011010000110 | 21
Marigolds            | 1          | 011111101000110101101 | 21
deathbeds            | 1          | 011111101000110101100 | 21
Lark                 | 1          | 100000010101011000100 | 21
_Strews              | 1          | 100000000110000000101 | 21
Bird                 | 1          | 100000001101101111110 | 21
veils                | 1          | 100000000110000000000 | 21
purger               | 1          | 100000001101101111000 | 21
Capaneus             | 1          | 100000010110110111111 | 21
threshed             | 1          | 100000010110110111110 | 21
Dimpled              | 1          | 100000001101101101001 | 21
Fearful              | 1          | 100000001101101101000 | 21
consumers            | 1          | 100000001101101101011 | 21
helmeted             | 1          | 100000001101101101010 | 21
_Turns               | 1          | 100000001101101101110 | 21
tusked               | 1          | 011111100001010001101 | 21
soldieress           | 1          | 011111100011011110111 | 21
sized                | 1          | 011111100011011110101 | 21
uncandied            | 1          | 100000011111110000000 | 21
Melts                | 1          | 100000001100001011001 | 21
center               | 1          | 011111101111000000001 | 21
ardently             | 1          | 100000000110001100011 | 21
Knolls               | 1          | 100000000110001100010 | 21
meditance            | 1          | 011111100001010010101 | 21
premeditating        | 1          | 011111100001010010100 | 21
ospreys              | 1          | 100000000110001100000 | 21
drams                | 1          | 100000010100111111001 | 21
precipitance         | 1          | 100000010100111111000 | 21
Affords              | 1          | 011111100110001101110 | 21
blist                | 1          | 100000010100111001111 | 21
visitating           | 1          | 100000010100111001110 | 21
Rinsing              | 1          | 011111100001001010011 | 21
Dowagers             | 1          | 011111100001001010010 | 21
famishing            | 1          | 100000010100111011011 | 21
Cull                 | 1          | 100000010100111011010 | 21
unpanged             | 1          | 011111011011100000101 | 21
fitt                 | 1          | 011111011011100000100 | 21
futurely             | 1          | 100000010100111011001 | 21
proclaiming          | 1          | 100000010100111011000 | 21
warranting           | 1          | 011111011011100000011 | 21
corselet             | 1          | 011111110100110001110 | 21
twinning             | 1          | 011111100110001001111 | 21
tasteful             | 1          | 011111100110001001101 | 21
presuming            | 1          | 011111011101010100111 | 21
sentencing           | 1          | 011111011101010100110 | 21
vigor                | 1          | 100000010100111110001 | 21
Prorogue             | 1          | 100000010100111110000 | 21
Emilia_              | 1          | 011111011001111010010 | 21
kneeling_            | 1          | 100000010100111110011 | 21
Aulis                | 1          | 100000010100111110010 | 21
currant              | 1          | 011111011101010100010 | 21
sensually            | 1          | 100000010000110110001 | 21
unhardened           | 1          | 100000010000110110000 | 21
temptings            | 1          | 011111100001001110111 | 21
Sully                | 1          | 011111100001001110110 | 21
incontinence         | 1          | 011111100010001010111 | 21
martialist           | 1          | 011111111101100110101 | 21
propound             | 1          | 011111111101100110100 | 21
flirted              | 1          | 011111100010001010101 | 21
repletion            | 1          | 011111100010001010100 | 21
harsher              | 1          | 011111100011111100111 | 21
Decays               | 1          | 011111100011111100110 | 21
Affect               | 1          | 011111100011111100101 | 21
unblessed            | 1          | 011111100011111100100 | 21
scissored            | 1          | 011111110100110101111 | 21
dangle               | 1          | 011111110100110101110 | 21
rips                 | 1          | 011111100010001010011 | 21
unfeared             | 1          | 011111100010001010010 | 21
deifies              | 1          | 011111110100110101100 | 21
Voluble              | 1          | 011111100011111100010 | 21
sib                  | 1          | 011111100011111100001 | 21
deafed               | 1          | 011111100011111100000 | 21
Widows               | 1          | 100000010100111010001 | 21
loudness             | 1          | 100000010100111010000 | 21
appalls              | 1          | 100000010110110101111 | 21
pronounces           | 1          | 100000010110110101110 | 21
Thirds               | 1          | 011111011100000100010 | 21
dregged              | 1          | 100000010110110101101 | 21
unreasoned           | 1          | 100000010110110101100 | 21
becking              | 1          | 100000010000110101100 | 21
Excess               | 1          | 100000010000110101001 | 21
dure                 | 1          | 100000010000110101000 | 21
Store                | 1          | 011111010111101011101 | 21
seriousness          | 1          | 011111100110001001011 | 21
Directing            | 1          | 011111100110001001010 | 21
cabined              | 1          | 011111011100000100001 | 21
Peril                | 1          | 011111011100000100000 | 21
skiffed              | 1          | 011111011010110001101 | 21
Torrents             | 1          | 011111011111001111111 | 21
Cleaving             | 1          | 011111011111001111101 | 21
maturely             | 1          | 011111011111001111100 | 21
intertangled         | 1          | 100000001101101011101 | 21
operance             | 1          | 100000001101101011100 | 21
phnix                | 1          | 100000000100101011011 | 21
decking              | 1          | 100000000100101011001 | 21
hummed               | 1          | 011111011000000101111 | 21
importment           | 1          | 011111100110001000011 | 21
View                 | 1          | 100000001100000101001 | 21
aghast               | 1          | 011111011000000101010 | 21
Constantly           | 1          | 011111011000000101001 | 21
Wi                   | 1          | 011111100010001011001 | 21
Convent              | 1          | 100000001100000100011 | 21
Prisoners            | 1          | 100000001100000100010 | 21
provocations         | 1          | 100000001100000100000 | 21
_Urns                | 1          | 011111011000000100011 | 21
Vapours              | 1          | 011111011000000100010 | 21
Balms                | 1          | 100000001101101010111 | 21
stammers             | 1          | 100000001101101010110 | 21
sufferers            | 1          | 100000001101101010011 | 21
ruling               | 1          | 100000001101101010010 | 21
sigher               | 1          | 100000001000001100111 | 21
Outstripped          | 1          | 100000011111110001101 | 21
javelins             | 1          | 100000011111110001100 | 21
families             | 1          | 100000011111110001001 | 21
narcissus            | 1          | 100000011111110001000 | 21
skirt                | 1          | 011111010110011100110 | 21
Dainty               | 1          | 011111010110011100101 | 21
paints               | 1          | 011111010110011100100 | 21
Revealed             | 1          | 100000001000100011101 | 21
truely               | 1          | 100000001000100011100 | 21
blooming             | 1          | 100000001000100011110 | 21
apricock             | 1          | 100000001001001110001 | 21
Obtained             | 1          | 100000001001001110000 | 21
bringst              | 1          | 100000000001001110010 | 21
fescue               | 1          | 100000000011000001000 | 21
Sennois              | 1          | 011111010110011100010 | 21
Rycas                | 1          | 011111100010001101100 | 21
parlously            | 1          | 011111010110011100000 | 21
Wrestling            | 1          | 100000000001001111011 | 21
ablest               | 1          | 100000001100001100011 | 21
Dearest              | 1          | 100000001100001100010 | 21
plane                | 1          | 100000001101101000011 | 21
considers            | 1          | 100000001101101000010 | 21
hubbub               | 1          | 100000001101101000001 | 21
bloomed              | 1          | 100000001101101000000 | 21
enameled             | 1          | 100000000001001111000 | 21
eared                | 1          | 100000000100101010101 | 21
falsest              | 1          | 100000000100101010100 | 21
Void                 | 1          | 100000011100101111101 | 21
chaffy               | 1          | 100000011100101111100 | 21
Cozener              | 1          | 011111111001001010010 | 21
musit                | 1          | 011111101001110010111 | 21
Unjustly             | 1          | 011111101001110010110 | 21
strengthens          | 1          | 011111101001110011011 | 21
whooped              | 1          | 011111101001110011010 | 21
Smell                | 1          | 100000011100101111001 | 21
chared               | 1          | 100000011100101111000 | 21
moped                | 1          | 011111111001011110111 | 21
Sipped               | 1          | 011111111001011110110 | 21
chirp                | 1          | 011111010110011101101 | 21
parleys              | 1          | 011111010110011101100 | 21
gladder              | 1          | 011111100010001001001 | 21
Venison              | 1          | 011111100010001001000 | 21
virginals            | 1          | 100000000101011010011 | 21
beech                | 1          | 100000000101011010010 | 21
aglets               | 1          | 100000000001001001011 | 21
pygmies              | 1          | 100000000001001001010 | 21
trussed              | 1          | 100000000101011010101 | 21
tediosity            | 1          | 100000000101011010100 | 21
disinsanity          | 1          | 011111010110011111111 | 21
jean                 | 1          | 011111010110011111101 | 21
_Proh                | 1          | 011111010110011111100 | 21
Deum                 | 1          | 011111110011101011001 | 21
medius               | 1          | 011111110011101011000 | 21
fidius_              | 1          | 011111010110011111010 | 21
dunces               | 1          | 011111010110011111001 | 21
Meleager             | 1          | 011111010110011111000 | 21
decently             | 1          | 011111110100110000111 | 21
Timothy              | 1          | 011111110100110000110 | 21
Friz                 | 1          | 011111111001011110001 | 21
Nel                  | 1          | 011111111001011110000 | 21
Swim                 | 1          | 011111100011010000111 | 21
deliverly            | 1          | 011111100011010000110 | 21
BAVIAN               | 1          | 011111100011010000011 | 21
_Quo                 | 1          | 011111100011010000010 | 21
usque                | 1          | 100000010110110011100 | 21
tandem               | 1          | 100000001000100001111 | 21
_fatuus_             | 1          | 100000001000100001110 | 21
sempster             | 1          | 100000010110110011000 | 21
dogskin              | 1          | 100000001000100001100 | 21
frampul              | 1          | 100000010001100100011 | 21
_Well                | 1          | 100000010001100100010 | 21
madwoman             | 1          | 011111110011101101000 | 21
posed                | 1          | 011111110100110011101 | 21
boni                 | 1          | 011111110011101101111 | 21
passa_               | 1          | 011111110011101101110 | 21
fluently             | 1          | 100000000100000011011 | 21
opus                 | 1          | 100000000100000011010 | 21
exegi                | 1          | 100000001001001100111 | 21
Jovis                | 1          | 100000001001001100110 | 21
ira                  | 1          | 011111100011000111010 | 21
ignis                | 1          | 011111100011000111001 | 21
Persuasively         | 1          | 011111011000000001111 | 21
inspire              | 1          | 011111011000000001110 | 21
_rabble_             | 1          | 011111100110001101011 | 21
_chorus_             | 1          | 011111100110001101010 | 21
rectifier            | 1          | 100000001000001011110 | 21
_pdagogus_           | 1          | 100000011000110101011 | 21
ferula               | 1          | 100000011000110101010 | 21
Ddalus               | 1          | 011111011000000001001 | 21
willer               | 1          | 011111011000000001000 | 21
_Morr_               | 1          | 011111110011101010011 | 21
_Is_                 | 1          | 011111110011101010010 | 21
_Morris_             | 1          | 011111011111000001101 | 21
tenner               | 1          | 011111011111000001100 | 21
penner               | 1          | 011111111001011100101 | 21
Chambermaid          | 1          | 011111111001011100100 | 21
Spouse               | 1          | 011111011111000001011 | 21
Informs              | 1          | 011111011111000001010 | 21
_Cum                 | 1          | 100000010101110000111 | 21
multis               | 1          | 100000010101110000110 | 21
aliis_               | 1          | 011111011111000000101 | 21
_Intrate             | 1          | 011111011111000000100 | 21
filii                | 1          | 011111111100011100011 | 21
Maypole              | 1          | 011111111100011100010 | 21
dowsets              | 1          | 011111111100011100001 | 21
deque                | 1          | 011111110011101100011 | 21
omnes_               | 1          | 011111110011101100010 | 21
crestfall            | 1          | 100000011111110100010 | 21
outdure              | 1          | 100000011111110100001 | 21
recompence           | 1          | 100000011111110100000 | 21
Despisings           | 1          | 011111011111000000011 | 21
poutings             | 1          | 011111011111000000010 | 21
justifying           | 1          | 011111011100000001101 | 21
outdid               | 1          | 011111110100011101001 | 21
killest              | 1          | 011111110100011101000 | 21
disposers            | 1          | 011111010111011000111 | 21
Castor               | 1          | 011111010111011000110 | 21
despisers            | 1          | 011111100011111101111 | 21
conjurings           | 1          | 100000000001001010111 | 21
Begged               | 1          | 100000000110000010111 | 21
childishly           | 1          | 100000000110000010110 | 21
sillily              | 1          | 100000000110000010011 | 21
glade                | 1          | 100000000110000010010 | 21
daffadillies         | 1          | 011111111001011010101 | 21
Willow               | 1          | 011111111001011010100 | 21
bulrush              | 1          | 100000010100100010101 | 21
Thousand             | 1          | 100000010100100010100 | 21
_May                 | 1          | 100000001000001010101 | 21
Broom                | 1          | 100000001000001010100 | 21
Bonny                | 1          | 011111011101010101011 | 21
cocklight            | 1          | 011111011101010101010 | 21
Owgh                 | 1          | 100000010100100011000 | 21
Top                  | 1          | 100000010110110000101 | 21
bowline              | 1          | 100000010110110000100 | 21
mainsail             | 1          | 011111011111000011011 | 21
kenn                 | 1          | 011111011111000011010 | 21
Tack                 | 1          | 011111011111000011001 | 21
Cinthia              | 1          | 011111011111000011000 | 21
sows                 | 1          | 100000001000001010011 | 21
Arched               | 1          | 100000011111110101111 | 21
Smoother             | 1          | 100000011111110101110 | 21
Pelops               | 1          | 100000011111110101101 | 21
Pointed              | 1          | 100000011111110101100 | 21
sotted               | 1          | 100000000101010111101 | 21
Utterly              | 1          | 100000000101010111100 | 21
Fancy                | 1          | 100000011111110101000 | 21
baldric              | 1          | 100000011111110111111 | 21
freckle              | 1          | 100000011111110111101 | 21
Lined                | 1          | 100000011111110111100 | 21
Loses                | 1          | 100000000101010101110 | 21
farces               | 1          | 011111011111000011101 | 21
Geraldo              | 1          | 100000011111110111011 | 21
Proserpine           | 1          | 100000011111110111010 | 21
nosegay              | 1          | 100000011111110111000 | 21
frying               | 1          | 011111010111010111001 | 21
cutpurses            | 1          | 011111010111010111000 | 21
leprous              | 1          | 100000011111110110011 | 21
orth                 | 1          | 100000011111110110010 | 21
preordained          | 1          | 100000011111110110001 | 21
vagary               | 1          | 100000011111110110000 | 21
friskins             | 1          | 100000011111110110111 | 21
feres                | 1          | 011111011001000111011 | 21
falsehoods           | 1          | 011111011001000111010 | 21
limiter              | 1          | 100000010100011111001 | 21
Expels               | 1          | 100000010100011111000 | 21
Brimmed              | 1          | 100000011110101010000 | 21
prewarn              | 1          | 011111011111001111010 | 21
Unearthed            | 1          | 011111111001011001001 | 21
masoned              | 1          | 100000010100011111111 | 21
Youngest             | 1          | 100000011111001010111 | 21
streamer             | 1          | 100000011111001010110 | 21
clanging             | 1          | 100000010100011111100 | 21
corrector            | 1          | 011111100100011010001 | 21
Shaker               | 1          | 011111111001011001011 | 21
auspiciously         | 1          | 011111111001011001010 | 21
fiercest             | 1          | 100000000101010000001 | 21
Stale                | 1          | 100000000101010000000 | 21
skipped              | 1          | 100000000100010100101 | 21
kenned               | 1          | 011111111001011000001 | 21
confessors           | 1          | 100000011000001110000 | 21
eighty               | 1          | 011111110011000001011 | 21
brided               | 1          | 011111110011000001010 | 21
screwed              | 1          | 011111110011000001001 | 21
Torturing            | 1          | 011111110011000001000 | 21
globy                | 1          | 100000001001111111101 | 21
Believed             | 1          | 100000001001111111100 | 21
rejoicer             | 1          | 100000001001111110111 | 21
Truer                | 1          | 100000001001111110110 | 21
flutter              | 1          | 100000001001111110101 | 21
ninety               | 1          | 100000001001111110100 | 21
Abandoner            | 1          | 011111100101000110001 | 21
scurrile             | 1          | 011111100101000110000 | 21
