Huffman Encoding Report (Word-Level)
Total Tokens: 33178
Unique Symbols: 2800
================================================================================
Symbol               | Frequency  | Code                 | Bits Used
--------------------------------------------------------------------------------
' '                  | 14334      | 0                    | 14334
'\n'                 | 1498       | 11101                | 7490
the                  | 963        | 10011                | 4815
,                    | 918        | 10001                | 4590
.                    | 747        | 111100               | 4482
of                   | 563        | 110000               | 3378
a                    | 359        | 1110010              | 2513
in                   | 354        | 1110000              | 2478
and                  | 333        | 1101101              | 2331
to                   | 330        | 1101011              | 2310
is                   | 273        | 1011111              | 1911
or                   | 211        | 11111111             | 1688
be                   | 179        | 11100011             | 1432
that                 | 168        | 11011101             | 1344
are                  | 156        | 11010000             | 1248
-                    | 149        | 11001101             | 1192
it                   | 148        | 11001011             | 1184
“                    | 146        | 11001010             | 1168
”                    | 146        | 11001001             | 1168
as                   | 135        | 10111100             | 1080
with                 | 122        | 10010101             | 976
for                  | 109        | 10000100             | 872
story                | 108        | 10000010             | 864
this                 | 107        | 10000001             | 856
news                 | 100        | 111111000            | 900
will                 | 99         | 111110111            | 891
not                  | 98         | 111110110            | 882
Project              | 84         | 110111000            | 756
Gutenberg            | 84         | 110111001            | 756
you                  | 84         | 110111100            | 756
which                | 82         | 110110001            | 738
on                   | 81         | 110110000            | 729
all                  | 79         | 110100010            | 711
The                  | 70         | 110001011            | 630
at                   | 70         | 110001010            | 630
can                  | 60         | 100101100            | 540
his                  | 59         | 100100110            | 531
1                    | 58         | 100100100            | 522
from                 | 57         | 100100011            | 513
any                  | 57         | 100100001            | 513
™                    | 57         | 100100000            | 513
by                   | 54         | 100000110            | 486
we                   | 54         | 100000001            | 486
If                   | 52         | 1111110101           | 520
he                   | 52         | 1111110111           | 520
work                 | 51         | 1111110100           | 510
if                   | 49         | 1111101010           | 490
other                | 48         | 1111100011           | 480
may                  | 48         | 1111011101           | 480
have                 | 47         | 1110011100           | 470
must                 | 47         | 1110011101           | 470
they                 | 45         | 1110011000           | 450
so                   | 45         | 1110011001           | 450
an                   | 44         | 1101111111           | 440
one                  | 43         | 1101111100           | 430
out                  | 42         | 1101100111           | 420
up                   | 41         | 1101010111           | 410
In                   | 40         | 1101001111           | 400
most                 | 39         | 1100111101           | 390
do                   | 39         | 1100111111           | 390
has                  | 38         | 1100111000           | 380
paper                | 37         | 1100110010           | 370
would                | 37         | 1100110001           | 370
reporter             | 37         | 1100110000           | 370
given                | 37         | 1100100011           | 370
more                 | 35         | 1100010010           | 350
interest             | 35         | 1100011000           | 350
first                | 35         | 1100010011           | 350
very                 | 34         | 1011110101           | 340
writing              | 34         | 1100010000           | 340
what                 | 34         | 1011110110           | 340
’                    | 34         | 1011101110           | 340
there                | 34         | 1011110100           | 340
than                 | 32         | 1011100010           | 320
I                    | 32         | 1011001110           | 320
works                | 32         | 1010111111           | 320
some                 | 31         | 1001011110           | 310
such                 | 31         | 1001011101           | 310
interested           | 31         | 1001011010           | 310
generally            | 31         | 1001011011           | 310
s                    | 30         | 1001010011           | 300
about                | 30         | 1001010000           | 300
same                 | 30         | 1001010001           | 300
newspaper            | 29         | 1001001011           | 290
fact                 | 29         | 1001001010           | 290
no                   | 28         | 1000011110           | 280
who                  | 27         | 1000001110           | 270
electronic           | 27         | 1000000001           | 270
E                    | 26         | 11111101101          | 286
people               | 26         | 11111110000          | 286
man                  | 25         | 11111100110          | 275
time                 | 25         | 11111100111          | 275
stories              | 25         | 11111100101          | 275
matter               | 25         | 11111100100          | 275
terms                | 24         | 11100110111          | 264
was                  | 24         | 11110110100          | 264
them                 | 24         | 11111001001          | 264
their                | 24         | 11110101111          | 264
But                  | 24         | 11111001110          | 264
also                 | 24         | 11110100100          | 264
good                 | 24         | 11111000001          | 264
used                 | 24         | 11111001101          | 264
Foundation           | 24         | 11111001100          | 264
0                    | 23         | 11100110100          | 253
lead                 | 23         | 11100110101          | 253
make                 | 23         | 11100110110          | 253
copy                 | 22         | 11011111101          | 242
set                  | 22         | 11100010100          | 242
interesting          | 22         | 11100010010          | 242
only                 | 22         | 11011111011          | 242
know                 | 22         | 11100010011          | 242
thing                | 22         | 11100010110          | 242
name                 | 21         | 11011001101          | 231
these                | 21         | 11011110110          | 231
your                 | 21         | 11011001010          | 231
but                  | 21         | 11011110101          | 231
It                   | 21         | 11011001100          | 231
paragraph            | 21         | 11011001001          | 231
words                | 21         | 11011110100          | 231
its                  | 20         | 11010001100          | 220
readers              | 20         | 11010011000          | 220
then                 | 20         | 11010010000          | 220
feature              | 20         | 11010010111          | 220
give                 | 19         | 11001110101          | 209
where                | 19         | 11001110111          | 209
account              | 19         | 11001110010          | 209
written              | 19         | 11001111000          | 209
being                | 19         | 11001100111          | 209
beginning            | 19         | 11001110110          | 209
five                 | 19         | 11001111001          | 209
case                 | 19         | 11001100110          | 209
been                 | 19         | 11001110011          | 209
into                 | 19         | 11001111100          | 209
copyright            | 19         | 11001110100          | 209
This                 | 18         | 11001000010          | 198
:                    | 18         | 11000100011          | 198
(                    | 18         | 11000111110          | 198
)                    | 18         | 11000111011          | 198
?                    | 18         | 11000111111          | 198
without              | 18         | 11000111010          | 198
should               | 18         | 11000110011          | 198
over                 | 18         | 11001000011          | 198
down                 | 17         | 10111101111          | 187
because              | 17         | 10111101110          | 187
place                | 17         | 11000100010          | 187
essentials           | 17         | 10111011110          | 187
agreement            | 17         | 10111011111          | 187
use                  | 16         | 10101100101          | 176
United               | 16         | 10100001111          | 176
States               | 16         | 10110101011          | 176
before               | 16         | 10100010000          | 176
2                    | 16         | 10101111100          | 176
public               | 16         | 10101001101          | 176
little               | 16         | 10110100100          | 176
when                 | 16         | 10111001110          | 176
find                 | 16         | 10101110101          | 176
our                  | 16         | 10110111000          | 176
new                  | 16         | 10101111000          | 176
etc                  | 16         | 10100101110          | 176
papers               | 16         | 10100010111          | 176
newspapers           | 15         | 10010001011          | 165
facts                | 15         | 10010100101          | 165
form                 | 15         | 10010011101          | 165
here                 | 15         | 10010100100          | 165
however              | 15         | 10010011111          | 165
state                | 15         | 10010011100          | 165
A                    | 15         | 10010111000          | 165
whole                | 15         | 10010011110          | 165
under                | 14         | 10000011110          | 154
3                    | 14         | 10000111000          | 154
type                 | 14         | 10000101011          | 154
sentence             | 14         | 10000110101          | 154
am                   | 14         | 10000101001          | 154
You                  | 13         | 10000000000          | 143
And                  | 13         | 111111101010         | 156
When                 | 13         | 111111101100         | 156
him                  | 13         | 111111100111         | 156
way                  | 13         | 111111101110         | 156
better               | 13         | 111111011000         | 156
want                 | 13         | 111111101011         | 156
us                   | 13         | 10000000001          | 143
possible             | 13         | 111111100110         | 156
well                 | 13         | 111111101000         | 156
There                | 13         | 111111101101         | 156
known                | 13         | 111110101111         | 156
number               | 13         | 111111011001         | 156
fire                 | 13         | 111111101001         | 156
important            | 13         | 111111100010         | 156
F                    | 13         | 111111100011         | 156
trademark            | 13         | 111111100100         | 156
Literary             | 13         | 111111101111         | 156
Archive              | 13         | 111111100101         | 156
5                    | 12         | 111001111001         | 144
*                    | 12         | 111110010110         | 144
wants                | 12         | 111110000101         | 144
read                 | 12         | 111110100010         | 144
something            | 12         | 111110100101         | 144
perhaps              | 12         | 111101101011         | 144
much                 | 12         | 111001111000         | 144
course               | 12         | 111101101110         | 144
said                 | 12         | 111110100011         | 144
come                 | 12         | 111110101101         | 144
writer               | 12         | 111101011100         | 144
did                  | 12         | 111101100111         | 144
sometimes            | 12         | 111110011110         | 144
another              | 12         | 111101111011         | 144
featured             | 12         | 111101011001         | 144
write                | 12         | 111101111010         | 144
donations            | 12         | 111110010101         | 144
world                | 11         | 111000101011         | 132
4                    | 11         | 110111101110         | 132
9                    | 11         | 111000101110         | 132
THE                  | 11         | 111000100010         | 132
reader               | 11         | 110111101111         | 132
sheet                | 11         | 111000100000         | 132
always               | 11         | 111000100001         | 132
does                 | 11         | 110111111000         | 132
We                   | 11         | 111000100011         | 132
upon                 | 11         | 111000101010         | 132
just                 | 11         | 110111110100         | 132
thus                 | 11         | 111000101111         | 132
see                  | 11         | 110111111001         | 132
names                | 11         | 110110010111         | 132
full                 | 11         | 110111110101         | 132
almost               | 10         | 110100011110         | 120
re                   | 10         | 110101010011         | 120
License              | 10         | 110101010010         | 120
www                  | 10         | 110101010001         | 120
laws                 | 10         | 110101000001         | 120
OF                   | 10         | 110100011010         | 120
two                  | 10         | 110100100011         | 120
could                | 10         | 110100101011         | 120
easily               | 10         | 110101001000         | 120
me                   | 10         | 110100111001         | 120
daily                | 10         | 110101011011         | 120
things               | 10         | 110100110101         | 120
even                 | 10         | 110101001110         | 120
made                 | 10         | 110101010101         | 120
many                 | 10         | 110101010000         | 120
like                 | 10         | 110100011100         | 120
last                 | 10         | 110100101100         | 120
So                   | 10         | 110110010000         | 120
were                 | 10         | 110101000100         | 120
HOW                  | 10         | 110100101001         | 120
information          | 10         | 110101001100         | 120
sentences            | 10         | 110100111000         | 120
person               | 10         | 110011111010         | 120
access               | 10         | 110100011101         | 120
eBook                | 9          | 110001111011         | 108
gutenberg            | 9          | 110001101100         | 108
org                  | 9          | 110001101110         | 108
WHAT                 | 9          | 110010001000         | 108
gives                | 9          | 110010000010         | 108
different            | 9          | 110010000000         | 108
What                 | 9          | 110010001001         | 108
interests            | 9          | 110001110010         | 108
might                | 9          | 110001101010         | 108
say                  | 9          | 110001101001         | 108
short                | 9          | 110001101000         | 108
end                  | 9          | 110001101011         | 108
main                 | 9          | 110001111010         | 108
Mr                   | 9          | 110001110011         | 108
WHO                  | 9          | 110001111001         | 108
ordinary             | 9          | 110001101101         | 108
day                  | 9          | 110001110001         | 108
law                  | 9          | 110010001011         | 108
taken                | 9          | 110010000011         | 108
means                | 9          | 110010000001         | 108
frequently           | 9          | 110001100100         | 108
police               | 9          | 110001100101         | 108
each                 | 9          | 110001110000         | 108
including            | 9          | 110010001010         | 108
8                    | 9          | 110001101111         | 108
away                 | 8          | 101001111000         | 96
using                | 8          | 101100010101         | 96
6                    | 8          | 101001001011         | 96
/                    | 8          | 101100001110         | 96
after                | 8          | 101101100110         | 96
style                | 8          | 101001101000         | 96
far                  | 8          | 101010111111         | 96
happenings           | 8          | 101001100110         | 96
He                   | 8          | 101010010001         | 96
men                  | 8          | 101100010111         | 96
certain              | 8          | 101110100000         | 96
prominent            | 8          | 101100011100         | 96
back                 | 8          | 101010111010         | 96
drawn                | 8          | 101110100111         | 96
her                  | 8          | 101001011001         | 96
American             | 8          | 101011000010         | 96
best                 | 8          | 101100100110         | 96
reason               | 8          | 101010001100         | 96
particularly         | 8          | 101000000111         | 96
go                   | 8          | 101000001101         | 96
now                  | 8          | 101100111111         | 96
Jones                | 8          | 101000011000         | 96
morning              | 8          | 101011101001         | 96
follow               | 8          | 101010100001         | 96
true                 | 8          | 101000000001         | 96
take                 | 8          | 101010001000         | 96
part                 | 8          | 101011101111         | 96
makes                | 8          | 101100010000         | 96
Thus                 | 8          | 101101101110         | 96
long                 | 8          | 101100101111         | 96
paid                 | 8          | 101100010011         | 96
immediately          | 8          | 101011000001         | 96
word                 | 8          | 101110011110         | 96
often                | 8          | 101000000010         | 96
charge               | 8          | 101101000011         | 96
general              | 8          | 101101001111         | 96
tax                  | 8          | 101100010001         | 96
S                    | 8          | 101000010011         | 96
forth                | 8          | 101010000111         | 96
fee                  | 8          | 101101011001         | 96
refund               | 8          | 101010100010         | 96
anyone               | 7          | 100001100100         | 84
included             | 7          | 100001100000         | 84
located              | 7          | 100001110011         | 84
NEWS                 | 7          | 100000111110         | 84
free                 | 7          | 100001011100         | 84
recent               | 7          | 100001010001         | 84
life                 | 7          | 100001111101         | 84
sort                 | 7          | 100001011111         | 84
simply               | 7          | 100001111100         | 84
question             | 7          | 100001011001         | 84
straight             | 7          | 100001100111         | 84
WHERE                | 7          | 100001101000         | 84
considered           | 7          | 100001011011         | 84
WHY                  | 7          | 100001110111         | 84
how                  | 7          | 100001110101         | 84
unless               | 7          | 100100010000         | 84
statement            | 7          | 100001110100         | 84
great                | 7          | 100100010010         | 84
get                  | 7          | 100001011010         | 84
On                   | 7          | 100001101100         | 84
hand                 | 7          | 100001110010         | 84
my                   | 7          | 100001101111         | 84
accident             | 7          | 100001110110         | 84
field                | 7          | 100000111111         | 84
off                  | 7          | 100100010001         | 84
every                | 7          | 100001100101         | 84
small                | 7          | 100001100110         | 84
vivid                | 7          | 100100010101         | 84
too                  | 7          | 100001101001         | 84
damages              | 7          | 100100010100         | 84
body                 | 7          | 100100010011         | 84
those                | 7          | 100001010101         | 84
office               | 7          | 100001011110         | 84
keep                 | 7          | 100001111110         | 84
license              | 7          | 100001100010         | 84
cannot               | 7          | 100001100011         | 84
U                    | 7          | 100001010100         | 84
distributing         | 7          | 100001011101         | 84
copies               | 7          | 100001101110         | 84
eBooks               | 7          | 100001010000         | 84
associated           | 7          | 100001011000         | 84
agree                | 7          | 100001101101         | 84
Section              | 7          | 100001111111         | 84
provide              | 7          | 100001100001         | 84
country              | 6          | 1111101011101        | 78
7                    | 6          | 1111010101110        | 78
To                   | 6          | 1111101000010        | 78
himself              | 6          | 1111011010101        | 78
For                  | 6          | 1111010000101        | 78
detailed             | 6          | 1111011000011        | 78
happening            | 6          | 1111010000011        | 78
child                | 6          | 1111011100101        | 78
street               | 6          | 1111010100001        | 78
call                 | 6          | 1111100001111        | 78
columns              | 6          | 1111010111011        | 78
page                 | 6          | 1111011111100        | 78
why                  | 6          | 1111011001001        | 78
Another              | 6          | 1111010000001        | 78
begins               | 6          | 1111011110010        | 78
quickly              | 6          | 1111011000110        | 78
going                | 6          | 1111010011011        | 78
WHEN                 | 6          | 1111011011001        | 78
element              | 6          | 1111010011001        | 78
sheets               | 6          | 1110011111010        | 78
variety              | 6          | 1111010011000        | 78
otherwise            | 6          | 1111010110000        | 78
difference           | 6          | 1111011001000        | 78
happen               | 6          | 1111100111110        | 78
human                | 6          | 1111010000110        | 78
questions            | 6          | 1111101000001        | 78
seen                 | 6          | 1111010011111        | 78
attention            | 6          | 1111011100110        | 78
comes                | 6          | 1111010001010        | 78
unusual              | 6          | 1111100101110        | 78
open                 | 6          | 1111010001110        | 78
treatment            | 6          | 1111011011110        | 78
itself               | 6          | 1111100100010        | 78
within               | 6          | 1111011100000        | 78
specific             | 6          | 1111101011100        | 78
placed               | 6          | 1111100000010        | 78
organized            | 6          | 1111101000000        | 78
already              | 6          | 1111010001100        | 78
received             | 6          | 1111010110111        | 78
permission           | 6          | 1110011110110        | 78
YOU                  | 6          | 1111010100011        | 78
OR                   | 6          | 1111010010100        | 78
distribution         | 6          | 1111100001001        | 78
comply               | 6          | 1111101001110        | 78
parts                | 5          | 1101010010010        | 65
check                | 5          | 1101001100100        | 65
HINTS                | 5          | 1101100101101        | 65
ON                   | 5          | 1101000111110        | 65
hundred              | 5          | 1100111110111        | 65
hardly               | 5          | 1101100101100        | 65
own                  | 5          | 1101001001101        | 65
side                 | 5          | 1101001110101        | 65
stand                | 5          | 1101010101000        | 65
themselves           | 5          | 1101010110001        | 65
thousands            | 5          | 1101010000110        | 65
individual           | 5          | 1101001101100        | 65
problem              | 5          | 1101001101111        | 65
instance             | 5          | 1101100100010        | 65
particular           | 5          | 1101001001001        | 65
treated              | 5          | 1101001001000        | 65
manner               | 5          | 1101010011111        | 65
night                | 5          | 1101010011010        | 65
connection           | 5          | 1101001110110        | 65
large                | 5          | 1101001001010        | 65
wife                 | 5          | 1101001101000        | 65
home                 | 5          | 1101010001110        | 65
either               | 5          | 1101010001101        | 65
These                | 5          | 1101001001100        | 65
They                 | 5          | 1101001101101        | 65
fashion              | 5          | 1101010010100        | 65
cases                | 5          | 1101001001110        | 65
numbers              | 5          | 1101001100101        | 65
wish                 | 5          | 1101001010001        | 65
train                | 5          | 1101001010101        | 65
matters              | 5          | 1101010101111        | 65
lives                | 5          | 1101001101001        | 65
developments         | 5          | 1101010000100        | 65
big                  | 5          | 1101010110000        | 65
offer                | 5          | 1101010101110        | 65
head                 | 5          | 1100011110001        | 65
real                 | 5          | 1101010000001        | 65
Some                 | 5          | 1101001101110        | 65
plays                | 5          | 1101010101101        | 65
run                  | 5          | 1101010101100        | 65
length               | 5          | 1101010101001        | 65
less                 | 5          | 1101000110111        | 65
events               | 5          | 1101010010011        | 65
becomes              | 5          | 1101000110110        | 65
thousand             | 5          | 1101010010111        | 65
days                 | 5          | 1101010010101        | 65
appear               | 5          | 1101010011110        | 65
likely               | 5          | 1101000111111        | 65
put                  | 5          | 1101001110111        | 65
Of                   | 5          | 1101010001100        | 65
lines                | 5          | 1101010001011        | 65
As                   | 5          | 1101010001010        | 65
although             | 5          | 1101001010000        | 65
rarely               | 5          | 1101010010110        | 65
hold                 | 5          | 1101010000000        | 65
careful              | 5          | 1101010000111        | 65
purpose              | 5          | 1101010001111        | 65
verbs                | 5          | 1101001011010        | 65
Do                   | 5          | 1101010011011        | 65
slang                | 5          | 1101100100011        | 65
least                | 5          | 1101010110010        | 65
paragraphs           | 5          | 1101001110100        | 65
following            | 5          | 1101001100110        | 65
D                    | 5          | 1101010110101        | 65
crime                | 5          | 1101001010100        | 65
Such                 | 5          | 1101010110100        | 65
original             | 5          | 1101001001011        | 65
advance              | 5          | 1101010110011        | 65
contact              | 5          | 1100111110110        | 65
protected            | 5          | 1101001000100        | 65
distribute           | 5          | 1101001011011        | 65
donate               | 5          | 1101001100111        | 65
Information          | 5          | 1101010000101        | 65
medium               | 5          | 1101001000101        | 65
reporting            | 4          | 1011010000100        | 52
online               | 4          | 1010110101001        | 52
Brown                | 4          | 1010100001011        | 52
Miller               | 4          | 1010111001001        | 52
material             | 4          | 1010001100010        | 52
PROJECT              | 4          | 1011100001100        | 52
GUTENBERG            | 4          | 1011100001001        | 52
REPORTING            | 4          | 1010110010011        | 52
News                 | 4          | 1011101010011        | 52
today                | 4          | 1010010110101        | 52
understood           | 4          | 1010110011111        | 52
yet                  | 4          | 1010110000111        | 52
ring                 | 4          | 1010010011011        | 52
whereas              | 4          | 1001011100110        | 52
goes                 | 4          | 1011001001001        | 52
space                | 4          | 1011011010001        | 52
amount               | 4          | 1010000111011        | 52
mentioned            | 4          | 1011100101010        | 52
tens                 | 4          | 1010101001001        | 52
ordinarily           | 4          | 1011101101111        | 52
results              | 4          | 1011100110110        | 52
basis                | 4          | 1010010011111        | 52
elements             | 4          | 1011001100000        | 52
identification       | 4          | 1011011110001        | 52
necessary            | 4          | 1010010011010        | 52
address              | 4          | 1011001010101        | 52
city                 | 4          | 1011001000000        | 52
elsewhere            | 4          | 1011001001111        | 52
factory              | 4          | 1011001100100        | 52
whether              | 4          | 1011011000000        | 52
had                  | 4          | 1010010001111        | 52
applicable           | 4          | 1001011111101        | 52
lies                 | 4          | 1010000001011        | 52
pages                | 4          | 1010011101100        | 52
properly             | 4          | 1010011100001        | 52
anything             | 4          | 1011010011011        | 52
TO                   | 4          | 1010011101010        | 52
circumstances        | 4          | 1010000010010        | 52
Or                   | 4          | 1010101100100        | 52
point                | 4          | 1010101001100        | 52
notice               | 4          | 1010101001011        | 52
extent               | 4          | 1010100001010        | 52
become               | 4          | 1010111001100        | 52
wide                 | 4          | 1011011001011        | 52
games                | 4          | 1010001001110        | 52
hence                | 4          | 1011101101011        | 52
art                  | 4          | 1010000110110        | 52
occurrence           | 4          | 1010001010110        | 52
greatest             | 4          | 1010010111110        | 52
quarter              | 4          | 1010101110000        | 52
Just                 | 4          | 1011010100110        | 52
seem                 | 4          | 1010101111000        | 52
never                | 4          | 1011011110100        | 52
takes                | 4          | 1010010011001        | 52
while                | 4          | 1010101010110        | 52
unknown              | 4          | 1011011111100        | 52
valuable             | 4          | 1011001000101        | 52
principal            | 4          | 1010110100100        | 52
alone                | 4          | 1010100010010        | 52
both                 | 4          | 1010001110111        | 52
features             | 4          | 1010100100111        | 52
enough               | 4          | 1010000011110        | 52
start                | 4          | 1010100001100        | 52
need                 | 4          | 1010100101000        | 52
bad                  | 4          | 1010111000101        | 52
forcefulness         | 4          | 1011011001000        | 52
STORY                | 4          | 1011010001100        | 52
rule                 | 4          | 1010011011010        | 52
types                | 4          | 1010011001000        | 52
nowhere              | 4          | 1011011110101        | 52
else                 | 4          | 1010010000111        | 52
editors              | 4          | 1010010000110        | 52
talk                 | 4          | 1011100000011        | 52
language             | 4          | 1011011101100        | 52
try                  | 4          | 1010101011100        | 52
clear                | 4          | 1011010010100        | 52
found                | 4          | 1010111010001        | 52
verb                 | 4          | 1010101100101        | 52
consists             | 4          | 1010101001110        | 52
$                    | 4          | 1010010110100        | 52
expressions          | 4          | 1011000111100        | 52
marked               | 4          | 1010010001101        | 52
editor               | 4          | 1010111001000        | 52
quotation            | 4          | 1010110011011        | 52
quoted               | 4          | 1011101100110        | 52
mind                 | 4          | 1011101100000        | 52
further              | 4          | 1010000110101        | 52
discovery            | 4          | 1010110111111        | 52
subject              | 4          | 1010001101001        | 52
printed              | 4          | 1010001101010        | 52
protect              | 4          | 1010101101101        | 52
cause                | 4          | 1010101010000        | 52
second               | 4          | 1011000010100        | 52
concerning           | 4          | 1010010111111        | 52
present              | 4          | 1010111100100        | 52
obtain               | 4          | 1010101110001        | 52
changed              | 4          | 1010101000001        | 52
operator             | 4          | 1010101111101        | 52
official             | 4          | 1011100110000        | 52
future               | 4          | 1010110001110        | 52
General              | 4          | 1011011100100        | 52
editions             | 4          | 1011011000001        | 52
copying              | 4          | 1010111101110        | 52
phrase               | 4          | 1011100000010        | 52
collection           | 4          | 1010000011000        | 52
displaying           | 4          | 1011010101000        | 52
support              | 4          | 1010000010001        | 52
freely               | 4          | 1011010011100        | 52
compliance           | 4          | 1010101100000        | 52
format               | 4          | 1010101001111        | 52
status               | 4          | 1010111001111        | 52
distributed          | 4          | 1010000100100        | 52
posted               | 4          | 1010000100010        | 52
holder               | 4          | 1010000100001        | 52
fees                 | 4          | 1010100111011        | 52
providing            | 4          | 1011000001011        | 52
requirements         | 4          | 1010100111101        | 52
website              | 4          | 1010100000110        | 52
•                    | 4          | 1010100000001        | 52
volunteers           | 4          | 1010001001100        | 52
states               | 4          | 1010010111101        | 52
Hints                | 3          | 11110100111010       | 42
cost                 | 3          | 11110110001010       | 42
date                 | 3          | 11110110111111       | 42
English              | 3          | 11110110110111       | 42
Haldeman             | 3          | 11111000100101       | 42
Julius               | 3          | 11111000100011       | 42
book                 | 3          | 11111001010010       | 42
domain               | 3          | 11110110000010       | 42
NO                   | 3          | 11110101010101       | 42
IS                   | 3          | 11111000100110       | 42
easy                 | 3          | 11111001011110       | 42
years                | 3          | 11110100010000       | 42
advice               | 3          | 11111010011000       | 42
column               | 3          | 11110110011000       | 42
thought              | 3          | 11110101101011       | 42
throughout           | 3          | 11100111101011       | 42
That                 | 3          | 11110101101100       | 42
seven                | 3          | 11110111110010       | 42
buys                 | 3          | 11111000010000       | 42
corner               | 3          | 11111001000110       | 42
furnish              | 3          | 11110101100010       | 42
current              | 3          | 11110100000000       | 42
approach             | 3          | 11110111110000       | 42
notes                | 3          | 11100111110111       | 42
Mrs                  | 3          | 11110101010011       | 42
description          | 3          | 11111001111110       | 42
evening              | 3          | 11110111000110       | 42
worse                | 3          | 11110100010110       | 42
once                 | 3          | 11111000100111       | 42
key                  | 3          | 11100111111101       | 42
buy                  | 3          | 11100111110011       | 42
brings               | 3          | 11110101011011       | 42
method               | 3          | 11110101110101       | 42
headline             | 3          | 11110111111010       | 42
proper               | 3          | 11110111100110       | 42
novel                | 3          | 11110101000101       | 42
feel                 | 3          | 11111000011000       | 42
kept                 | 3          | 11111010110010       | 42
fully                | 3          | 11110110000100       | 42
essential            | 3          | 11110100111100       | 42
details              | 3          | 11110110010110       | 42
really               | 3          | 11110110010101       | 42
principles           | 3          | 11110110001011       | 42
principle            | 3          | 11110110001000       | 42
done                 | 3          | 11010010011111       | 42
doing                | 3          | 11110100110101       | 42
Either               | 3          | 11111000000011       | 42
died                 | 3          | 11111000000000       | 42
building             | 3          | 11110101100011       | 42
took                 | 3          | 11110111110100       | 42
occurred             | 3          | 11111001010001       | 42
killed               | 3          | 11110111110111       | 42
lightning            | 3          | 11110110110001       | 42
business             | 3          | 11111010010001       | 42
danger               | 3          | 11111000101111       | 42
Was                  | 3          | 11110100111001       | 42
altogether           | 3          | 11110111111110       | 42
later                | 3          | 11111000000110       | 42
against              | 3          | 11110111001111       | 42
display              | 3          | 11110111001110       | 42
list                 | 3          | 11110100010111       | 42
added                | 3          | 11110110110110       | 42
nothing              | 3          | 11100111111011       | 42
track                | 3          | 11100111111100       | 42
slight               | 3          | 11111000100010       | 42
suddenly             | 3          | 11111000100000       | 42
built                | 3          | 11100111110010       | 42
deepest              | 3          | 11110110011001       | 42
shows                | 3          | 11111001000010       | 42
sports               | 3          | 11111001000001       | 42
Even                 | 3          | 11111001000000       | 42
actually             | 3          | 11110111001000       | 42
catch                | 3          | 11110111000111       | 42
nature               | 3          | 11110111111111       | 42
based                | 3          | 11111001010011       | 42
between              | 3          | 11110101011111       | 42
next                 | 3          | 11110101011110       | 42
Harvard              | 3          | 11110100101010       | 42
Yale                 | 3          | 11111000011101       | 42
game                 | 3          | 11110111110011       | 42
series               | 3          | 11111010110001       | 42
played               | 3          | 11111010110000       | 42
look                 | 3          | 11110110110100       | 42
perfectly            | 3          | 11110100111101       | 42
old                  | 3          | 11110110000001       | 42
remember             | 3          | 11110110010111       | 42
still                | 3          | 11111010011111       | 42
round                | 3          | 11111001000111       | 42
local                | 3          | 11110110001001       | 42
she                  | 3          | 11111010011011       | 42
called               | 3          | 11110101001011       | 42
linotype             | 3          | 11111000101000       | 42
value                | 3          | 11110101001000       | 42
says                 | 3          | 11100111111111       | 42
three                | 3          | 11110100000100       | 42
discovered           | 3          | 11110100001000       | 42
animal               | 3          | 11110100001111       | 42
wild                 | 3          | 11110100001110       | 42
previous             | 3          | 11110110101001       | 42
warning              | 3          | 11110101010100       | 42
purposes             | 3          | 11110111100001       | 42
reporters            | 3          | 11110111100000       | 42
visit                | 3          | 11110111110101       | 42
t                    | 3          | 11111001010000       | 42
seems                | 3          | 11110111110110       | 42
ask                  | 3          | 11110111110001       | 42
woman                | 3          | 11111010000110       | 42
Otherwise            | 3          | 11110101001101       | 42
appeal               | 3          | 11110101001100       | 42
usually              | 3          | 11110110110000       | 42
dead                 | 3          | 11110101000001       | 42
yesterday            | 3          | 11111010010010       | 42
Charles              | 3          | 11110100010011       | 42
except               | 3          | 11110100101100       | 42
At                   | 3          | 11111000100100       | 42
B                    | 3          | 11100111101110       | 42
C                    | 3          | 11110101001010       | 42
victim               | 3          | 11110101001111       | 42
total                | 3          | 11111000011011       | 42
offices              | 3          | 11111000011010       | 42
stated               | 3          | 11100111110001       | 42
starting             | 3          | 11100111110000       | 42
ever                 | 3          | 11110110011010       | 42
obviously            | 3          | 11111000101100       | 42
NOT                  | 3          | 11110101101010       | 42
pleasure             | 3          | 11110111100111       | 42
pathetic             | 3          | 11100111101000       | 42
tell                 | 3          | 11110101101000       | 42
got                  | 3          | 11111000011100       | 42
average              | 3          | 11111010110011       | 42
capital              | 3          | 11110110110101       | 42
heavy                | 3          | 11111000000111       | 42
animals              | 3          | 11110111000010       | 42
arrested             | 3          | 11111000010001       | 42
hands                | 3          | 11110100011011       | 42
shall                | 3          | 11110100011010       | 42
typewriter           | 3          | 11111010011010       | 42
forceful             | 3          | 11110100101101       | 42
impossible           | 3          | 11111010011001       | 42
begin                | 3          | 11110101010010       | 42
explanation          | 3          | 11111000101011       | 42
Use                  | 3          | 11111000101010       | 42
nouns                | 3          | 11100111111001       | 42
active               | 3          | 11100111111000       | 42
toward               | 3          | 11111000100001       | 42
shorter              | 3          | 11110101001110       | 42
group                | 3          | 11110100111000       | 42
insurance            | 3          | 11110101011010       | 42
involved             | 3          | 11110110011011       | 42
